,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
6260,1375123531,GXL8180,NY,PAS,07/09/2015,40,SDN,AUDI,P,76530,42730,13430,20170329,75.0,75,75,939715,0075,0,1245P,,K,F,197,SHEPHERD AV,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0.0,2006,-,0,,,,,,,,,,,,,
6261,1375123567,GVU8101,NY,PAS,07/09/2015,50,SDN,INFIN,P,0,0,0,20161205,75.0,75,75,939715,0075,0,1257P,,K,,,NE JEROME ST,C/O ATLANTIC AV,0,408,F1,,BBBBBBB,ALL,ALL,RD,0.0,2005,-,0,,,,,,,,,,,,,
6262,1375124468,XZ478X,NJ,PAS,07/10/2015,78,VAN,CHEVR,P,59830,39930,30430,20151231,75.0,75,165,954659,0165,0,0237A,,K,O,121,MCKINLEY AVE,,0,408,K5,,BBBBBBB,0900P,0500A,WHT,0.0,2013,-,0,,,,,,,,,,,,,
6263,1375131370,PWN4562,NC,PAS,06/19/2015,46,SDN,CHRYS,P,92930,56630,73380,0,75.0,75,75,926546,0075,0,1045P,,K,,496,WILLIAMS AVE,,0,408,F2,,BBBBBBB,ALL,0  :A,WHITE,0.0,0,-,0,,,,,,,,,,,,,
6264,1375131588,GWM2191,NY,PAS,06/19/2015,14,SUBN,FORD,P,92930,92930,12030,20170318,75.0,75,75,935289,0075,0,1235A,,K,F,535,WILLIAMS AVE,,0,408,J2,,BBBBBBB,ALL,ALL,GRAY,0.0,2002,-,0,,,,,,,,,,,,,
6265,1375135260,GWB6278,NY,PAS,06/18/2015,70,SDN,HONDA,P,43730,19830,34330,20150615,75.0,75,165,955497,0165,0,1245P,,K,O,420,GEORGIA AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,,,,,,,,,
6266,1375135272,GRG6902,NY,PAS,06/18/2015,71,SDN,NISSA,P,43730,19830,34330,20160523,75.0,75,165,955497,0165,0,1255A,,K,F,,F 420 GEORGIA AVE,,0,408,J3,,BBBBBBB,ALL,ALL,GREY,0.0,2014,-,0,,,,,,,,,,,,,
6267,1375135284,GFC7303,NY,PAS,06/30/2015,71,SUBN,SATUR,P,0,40404,40404,20150310,75.0,75,105,955497,0105,0,0745P,,K,O,180,WARTMAN AVE,,0,408,K6,,BBBBBBB,ALL,ALL,TAN,0.0,2003,-,0,,,,,,,,,,,,,
6268,1375135296,GZK2237,NY,PAS,07/04/2015,74,SDN,DODGE,P,20830,48330,56230,20150728,75.0,75,165,955497,0165,0,0352A,,K,F,729,BRADFORD ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,,,,,,,,,
6269,1375135314,GMF2526,NY,PAS,07/11/2015,71,SDN,TOYOT,P,83730,64430,88030,20160212,75.0,75,165,958497,0165,0,0325A,,K,F,671,SUTTER AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0.0,2011,-,0,,,,,,,,,,,,,
6270,1375135650,XY571F,NJ,PAS,06/13/2015,78,DELV,MITSU,P,55830,30430,48430,20160320,75.0,75,75,940783,0075,0,0237A,,K,F,1062,LIBERTY AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,2010,-,0,,,,,,,,,,,,,
6271,1375135661,T667087C,NY,OMT,06/19/2015,40,SDN,TOYOT,P,45430,52730,39830,20160131,75.0,75,75,940783,0075,0,1205A,,K,F,2,GRANT AVE,,0,408,K6,,BBBBBBB,ALL,ALL,GRAY,0.0,2011,-,0,,,,,,,,,,,,,
6272,1375135673,T635276C,NY,OMT,07/07/2015,98,SDN,FORD,P,30430,70930,18830,20160531,75.0,75,75,940783,0075,0,0327A,,K,F,526,CRESCENT ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLUE,0.0,2004,-,0,,,,,,,,,,,,,
6273,1375136501,GWC6922,NY,PAS,06/20/2015,19,SDN,HYUND,P,13430,19430,49930,20170224,75.0,75,75,932696,0075,0,0220P,,K,F,3100,ATLANTIC AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,2011,-,0,,,,,,,,,,,,,
6274,1375136550,L40FCC,NJ,PAS,06/06/2015,40,SDN,CHRYS,P,66930,52730,39830,0,75.0,75,75,922956,0075,0,0455P,,K,O,12,NORWOOD AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0.0,0,-,0,,,,,,,,,,,,,
6275,1375136574,GWK1012,NY,PAS,06/06/2015,40,SUBN,FORD,P,66930,52730,39830,20160516,75.0,75,75,944070,0075,0,0823P,,K,O,12,NORWOOD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,TAN,0.0,2003,-,0,,,,,,,,,,,,,
6276,1375136586,GWK7141,NY,PAS,06/12/2015,20,,,P,54025,30430,48430,20170322,75.0,75,75,922958,0075,0,0451A,,K,F,28,KIELY PL,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0.0,2007,-,0,,,,,,,,,,,,,
6277,1375136598,T666097C,NY,OMT,06/12/2015,20,SDN,TOYOT,P,48430,31470,54025,20160131,75.0,75,75,922958,0075,0,0459A,,K,F,149,HEMLOCK ST,,0,408,D,,BBBBBBB,ALL,ALL,BL,0.0,2014,-,0,,,,,,,,,,,,,
6278,1375136707,GZC3629,NY,PAS,07/09/2015,71,SUBN,ME/BE,P,0,0,0,20150721,75.0,75,75,955569,0075,0,1115P,,K,F,,C/O SUTTER AVE,I/O FOUNTAIN,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0.0,2007,-,0,,,,,,,,,,,,,
6279,1375136720,GGD4306,NY,PAS,06/03/2015,70,SDN,NISSA,P,0,40404,40404,20150407,75.0,75,75,955569,0075,0,0655P,,K,F,347,MONTAUK,,0,408,F1,,BBBBBBB,ALL,ALL,TAN,0.0,2006,-,0,,,,,,,,,,,,,
6280,1375137013,GAW5352,NY,PAS,06/13/2015,67,SUBN,TOYOT,P,0,0,0,20161002,75.0,75,75,954589,0075,0,0512P,,K,,,C/O SUTTER,CRYSTAL,0,408,C3,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,,,,,,,,,,,,,
6281,1375137270,GMV8669,NY,PAS,06/12/2015,40,SUBN,NISSA,P,56930,83730,19830,20160116,75.0,75,75,957547,0075,0,0800A,,K,F,615,LOGAN ST,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0.0,2005,-,0,,,,,,,,,,,,,
6282,1375137281,GTS6120,NY,PAS,07/11/2015,71,SDN,BMW,P,0,0,0,20161020,75.0,75,75,954547,0075,0,0420A,,K,,,C/O LOGAN,BLAKE,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,,,,,,,,,
6283,1369558594,SY0486N,NJ,PAS,06/18/2015,46,SUBN,BMW,P,31830,75130,50830,0,73.0,73,165,959598,0165,0,0213P,,K,F,2182,DEAN ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,,,,,,,,,,,,,
6284,1369558600,GFG6376,OH,PAS,06/20/2015,19,SUBN,NISSA,P,38130,74230,73110,20160228,73.0,73,165,954598,0165,0,0545P,,,O,92,EAST 98TH ST,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,,,,,,,,,,,,,
6285,1369558624,GUK5716,NY,PAS,06/22/2015,40,SDN,NISSA,P,50830,56630,73380,20170212,73.0,73,165,954395,0165,0,0219P,,K,F,783,THOMAS BOYLAND ST,,0,408,F1,,BBBBBBB,ALL,ALL,GREEN,0.0,0,-,0,,,,,,,,,,,,,
6286,1369558636,GWM3674,NY,PAS,07/06/2015,46,SDN,FORD,P,0,40404,40404,20170331,73.0,73,165,934598,0165,0,0625P,,K,F,694,ROCKAWAY,,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0.0,2008,-,0,,,,,,,,,,,,,
6287,1369559021,N35CXK,NJ,PAS,06/13/2015,20,SUBN,HONDA,P,13900,23230,23930,0,73.0,73,73,951349,0073,0,0513P,,K,F,249,T BOYLAND,,0,408,E5,,BBBBBBB,ALL,ALL,BL,0.0,0,-,0,,,,,,,,,,,,,
6288,1369559033,GBP5802,NY,PAS,06/12/2015,46,SDN,TOYOT,P,25530,75130,50830,20161008,73.0,73,73,951349,0073,0,1121P,,K,F,457,CHAUNCEY ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2010,-,0,,,,,,,,,,,,,
6289,1369559045,WRL4096,VA,PAS,06/06/2015,40,SDN,CADIL,P,68930,38430,74730,0,73.0,73,73,951341,0073,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
6290,1369559136,GNB2077,NY,PAS,06/27/2015,14,SUBN,FORD,P,64530,72030,53935,20160324,73.0,73,73,950072,0073,0,0155A,,K,O,130,NEW LOTS AVE,,0,408,F1,,YYYYYYY,1000P,0600A,WHITE,0.0,2006,-,0,,,,,,,,,,,,,
6291,1369559148,GMU1760,NY,PAS,06/27/2015,67,SDN,TOYOT,P,75130,65130,38130,20160416,73.0,73,73,950072,0073,0,0543A,,K,F,947,SARATOGA AVE,,0,408,C,,BBBBBBB,ALL,ALL,RED,0.0,2007,-,0,,,,,,,,,,,,,
6292,1369559653,GWD6913,NY,PAS,05/27/2015,46,SDN,NISSA,P,82230,55830,44330,0,73.0,73,163,955255,0163,0,1245P,,K,O,290,MOTHER GASTON BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,,,,,,,,,
6293,1369559781,GUV2176,NY,PAS,06/07/2015,19,SDN,LEXUS,P,38130,86530,34330,20170128,73.0,73,73,941604,0073,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
6294,1369559800,JPV6072,PA,PAS,07/08/2015,51,SDN,HONDA,P,74730,68930,31830,0,73.0,73,73,941604,0073,0,1114P,,K,O,136,SACKMAN ST,,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0.0,0,-,0,,,,,,,,,,,,,
6295,1369560126,GPX9885,NY,PAS,06/04/2015,19,SUBN,FORD,P,70930,25930,73470,20160618,73.0,73,165,954919,0165,0,1223P,,K,F,1681,PITKIN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2011,-,0,,,,,,,,,,,,,
6296,1369560138,TBY0644,MD,PAS,06/06/2015,20,SDN,NISSA,P,56630,73470,89970,20150630,73.0,73,165,954919,0165,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
6297,1369560140,GSW7774,NY,PAS,06/20/2015,40,SDN,SMART,P,51430,82230,23230,20160831,73.0,73,165,954919,0165,0,0115P,,K,F,245,HULL ST,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,2015,-,8,,,,,,,,,,,,,
6298,1369560424,HYS6225,PA,PAS,06/15/2015,46,SUBN,FORD,P,75130,56630,73380,20160131,73.0,73,165,954668,0165,0,0810P,,K,F,793,SARATOGA AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,,,,,,,,,
6299,1369561040,GUA6796,NY,PAS,06/09/2015,46,SDN,VOLKS,P,75130,34330,56630,20161225,73.0,73,165,954501,0165,0,0714P,,K,F,769,SARATOGA AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2003,-,0,,,,,,,,,,,,,
6300,1369561118,GYD5887,NY,PAS,06/20/2015,71,SUBN,ACURA,P,32030,75130,50830,20170608,73.0,73,73,915658,0073,0,0948P,,K,F,668,DECATUR ST,,0,408,K6,,BBBBBBB,ALL,ALL,BK,0.0,2003,-,0,,,,,,,,,,,,,
6301,1369561568,GSX4893,NY,PAS,06/23/2015,40,SDN,FORD,P,31830,50930,75130,20160926,,0,73,936136,0073,0,0225A,,K,O,2134,DEAN ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0.0,2012,-,5,,,,,,,,,,,,,
6302,1369561623,GVT7547,NY,PAS,06/04/2015,98,,MAZDA,X,55130,34330,56630,20161222,73.0,73,73,936136,0073,0,1150P,,K,F,258,LEGION ST,,0,408,J3,,BBBBBBB,ALL,ALL,GRAY,0.0,2013,-,0,,,,,,,,,,,,,
6303,1369561659,GJY9163,NY,PAS,06/04/2015,71,SUBN,MERCU,X,72030,56630,73380,20151113,73.0,73,73,936136,0073,0,0210A,,K,F,457,POWELL ST,,0,408,F2,,BBBBBBB,ALL,ALL,BK,0.0,2002,-,0,,,,,,,,,,,,,
6304,1369561982,GJZ2427,NY,PAS,06/30/2015,46,SDN,NISSA,P,58930,75130,50830,20170605,73.0,73,165,954470,0165,0,0915P,,K,O,373,MARION ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0.0,2013,-,0,,,,,,,,,,,,,
6305,1369561994,ZAMAU4,CT,PAS,06/28/2015,46,SUBN,HONDA,X,73470,38330,44330,0,73.0,73,165,954470,0165,0,1130P,,K,F,367,ROCKAWAY AVE,,0,408,C3,,BBBBBBB,ALL,ALL,TAN,0.0,0,-,0,,,,,,,,,,,,,
6306,1369562007,GGN2063,NY,PAS,06/07/2015,46,SDN,LEXUS,P,73470,13430,68930,20170528,73.0,73,165,954470,0165,0,1139P,,K,F,191,ROCKAWAY AVE,,0,408,F7,,BBBBBBB,ALL,ALL,RED,0.0,2013,-,0,,,,,,,,,,,,,
6307,1369562536,GPV8841,NY,PAS,06/11/2015,74,VAN,CHEVR,P,68630,70930,18830,20160721,73.0,73,165,955533,0165,0,1115P,,K,F,112,OSBORN ST,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0.0,2002,-,0,,,,,,,,,,,,,
6308,1369562548,GTC7030,NY,PAS,06/05/2015,46,SDN,HYUND,P,73470,49130,13430,20160723,73.0,73,165,955533,0165,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
6309,1369562585,GVT1286,NY,PAS,06/11/2015,40,SDN,NISSA,P,82430,56630,73380,20170312,73.0,73,165,955533,0165,0,1010P,,K,F,2169,STRAUSS ST,,0,408,J2,,BBBBBBB,ALL,ALL,GREY,0.0,2012,-,0,,,,,,,,,,,,,
6310,1369562597,GTK2895,NY,PAS,07/06/2015,19,SDN,KIA,P,82230,70930,18830,20161014,73.0,73,165,955533,0165,0,0810P,,K,F,401,MOTHER GASTON BLVD,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2015,-,0,,,,,,,,,,,,,
6311,1369562676,GTB6594,NY,PAS,06/30/2015,50,SDN,BMW,X,57230,40404,40404,20161104,73.0,73,165,955533,0165,0,0755P,,K,O,544,LOTT AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0.0,2005,-,0,,,,,,,,,,,,,
6312,1369562895,GUE7024,NY,PAS,06/09/2015,50,SDN,HYUND,P,0,0,0,20161120,73.0,73,165,953804,0165,0,0440P,,K,,,C/O BERGEN,I/O SARATOGA,0,408,F1,,BBBBBBB,ALL,ALL,BK,0.0,2004,-,0,,,,,,,,,,,,,
6313,1369562901,GYL7146,NY,PAS,06/25/2015,19,SUBN,GMC,X,70930,25930,73470,20170517,73.0,73,165,953809,0165,0,0705P,,K,F,1689,PITKIN AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GR,0.0,1997,-,0,,,,,,,,,,,,,
6314,1369563050,GWU8150,NY,PAS,06/03/2015,46,SDN,NISSA,X,75130,34330,56630,20170510,73.0,73,165,953804,0165,0,0435P,,K,F,774,SARATOGA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,,,,,,,,,,,,,
6315,1369563176,GVC1708,NY,PAS,07/03/2015,14,SUBN,LINCO,P,73470,56630,0,20161230,73.0,73,165,954463,0165,0,1122P,,K,,,ROCKAWAY AVE,LIVONIA AVE,0,408,C3,,BBBBBBB,ALL,ALL,BLUE,0.0,2007,-,0,,,,,,,,,,,,,
6316,1369563206,GTWU163,NY,PAS,06/21/2015,46,SDN,DODGE,P,58930,50830,73470,20160921,73.0,73,165,954463,0165,0,1036P,,K,F,400,MARION ST,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2009,-,0,,,,,,,,,,,,,
6317,1369563220,GKM9262,NY,PAS,06/21/2015,50,SDN,CHRYS,P,70930,25930,73470,20150929,73.0,73,168,954463,0168,0,0200P,,K,O,1669,PITKIN AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2009,-,0,,,,,,,,,,,,,
6318,1369563243,GKC3075,NY,PAS,06/12/2015,40,SUBN,DODGE,P,51430,50830,73470,20151023,73.0,73,165,955533,0165,0,1041P,,K,F,147,HULL ST,,0,408,E5,,BBBBBBB,ALL,ALL,WHT,0.0,2007,-,0,,,,,,,,,,,,,
6319,1369563255,JLJ0901,PA,PAS,06/18/2015,19,SDN,ME/BE,P,73470,56630,73380,20151130,73.0,73,165,954463,0165,0,0740P,,K,F,716,ROCKAWAY AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
6320,1369563267,WWE8979,VA,PAS,06/03/2015,40,SDN,HONDA,X,89970,56630,73380,20150831,73.0,73,165,954463,0165,0,0248P,,K,F,440,WATKINS,,0,408,F1,,BBBBBBB,ALL,ALL,GREEN,0.0,0,-,0,,,,,,,,,,,,,
6321,1369563279,UOHOHA,FL,PAS,06/20/2015,67,SDN,,P,83730,38130,73110,20150831,73.0,73,165,954463,0165,0,0442P,,K,F,2,SUTTER AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,,,,,,,,,
6322,1369584260,GZH2129,NY,PAS,06/24/2015,68,SDN,CHRYS,P,64220,55720,18520,20170630,43.0,43,808,936622,0808,0,0150P,,BX,O,2140,SEWARD AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2015,-,0,,,,,,,,,,,,,
6323,1369584453,GXZ3985,NY,PAS,06/20/2015,40,SDN,ME/BE,P,0,40404,40404,20170601,43.0,43,802,932392,0802,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
6324,1369584477,GTE8379,NY,PAS,06/23/2015,20,SDN,HONDA,P,6950,12550,63190,20160812,47.0,47,808,932391,0808,0,0145P,,BX,O,1181,226 DRIVE,,0,408,D5,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,,,,,,,,,
6325,1369584799,GHN4943,99,PAS,06/15/2015,24,SDN,HYUND,X,0,0,0,20150627,43.0,43,808,942885,0808,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,,,,,,,,
6326,1369584805,JNV4369,PA,PAS,07/15/2015,24,SDN,VOLKS,P,0,0,0,0,47.0,47,808,957671,0808,0,1010A,,,,,R/O 3555 LIVONIA ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLACK,0.0,0,-,0,,,,,,,,,,,,,
6327,1369585330,GUV8512,NY,PAS,07/04/2015,19,TWOD,HONDA,P,24570,10320,67520,20170217,43.0,43,0,951453,PSA8,0,0245A,,,F,2786,DEWEY AVE,,0,408,I3,,BBBBBBB,ALL,ALL,SIL,0.0,2001,-,0,,,,,,,,,,,,,
6328,1369585378,T663742C,NY,PAS,07/05/2015,24,FOUR,HONDA,P,230,63610,12550,20151231,43.0,43,0,951453,PSA8,0,0159A,,,,,R/O 1460 BRONX RIVER,,0,408,D5,,BBBBBBB,ALL,ALL,BK,0.0,2015,-,0,,,,,,,,,,,,,
6329,1369585380,GYH8903,NY,PAS,07/04/2015,19,FOUR,NISSA,P,10320,24570,63220,20170527,43.0,43,0,951453,PSA8,0,0145A,,,F,560,BALCOM AVE,,0,408,C3,,BBBBBBB,ALL,ALL,SIL,0.0,2011,-,0,,,,,,,,,,,,,
6330,1369585937,GVM1888,NY,PAS,06/18/2015,24,SUV,ROVER,X,66920,62420,67620,20161218,43.0,43,0,954276,PSA8,0,1002A,,NY,F,1815,STORY AVE,,0,408,D5,,BBBBBBB,ALL,ALL,GREY,0.0,2015,-,0,,,,,,,,,,,,,
6331,1369586231,GXW9561,NY,PAS,06/21/2015,14,SUBN,JEEP,X,15420,26880,22240,20170618,43.0,43,0,947104,PSA8,0,1120P,,BX,F,1440,BRONX RIVER AVE,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0.0,2007,-,0,,,,,,,,,,,,,
6332,1369586255,GGK6273,NY,PAS,07/11/2015,71,SDN,INFIN,P,67620,45120,66920,20150528,43.0,43,0,947104,PSA8,0,0730P,,BX,F,805,TAYLOR AVE,,0,408,E3,,BBBBBBB,ALL,ALL,GRAY,0.0,2010,-,0,,,,,,,,,,,,,
6333,1369586267,GGK6273,NY,PAS,07/11/2015,70,SDN,INFIN,P,67620,45120,66920,20150528,43.0,43,0,947104,PSA8,0,0730P,,BX,F,805,TAYLOR AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0.0,2010,-,0,,,,,,,,,,,,,
6334,1369586735,GYP8814,NY,PAS,06/15/2015,24,SDN,VOLKS,X,67620,45120,66920,20170603,43.0,43,808,945221,0808,0,0828P,,BX,F,805,TAYLOR AVE,,0,408,C,,BBBBBBB,ALL,ALL,RED,0.0,2015,-,0,,,,,,,,,,,,,
6335,1369586759,GJK4590,NY,PAS,06/15/2015,24,SDN,HONDA,X,67620,45120,66920,20161222,43.0,43,808,945221,0808,0,0831P,,BX,F,805,TAYLOR AVE,,0,408,D5,,BBBBBBB,ALL,ALL,SILVE,0.0,2003,-,0,,,,,,,,,,,,,
6336,1369587314,GED5513,NY,PAS,06/22/2015,20,SDN,TOYOT,X,19965,45120,12550,20170220,43.0,43,808,938377,0808,0,1255A,,BX,F,1,CLASON POINT LANE SO,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0.0,2002,-,0,,,,,,,,,,,,,
6337,1369587326,GPP9330,NY,PAS,06/22/2015,24,SDN,INFIN,X,73420,62420,20920,20160622,43.0,43,808,943976,0808,0,0625A,,BX,F,1744,WATSON AVE,,0,408,D,,BBBBBBB,ALL,ALL,BLUE,0.0,2002,-,0,,,,,,,,,,,,,
6338,1369587351,GHP2146,NY,PAS,06/23/2015,19,SUBN,DODGE,X,66920,62420,67620,20150923,43.0,43,808,943976,0808,0,0105A,,BX,F,1757,STORY AVE,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0.0,2005,-,0,,,,,,,,,,,,,
6339,1377482601,SAN9003,AL,PAS,06/20/2015,17,SUBN,,X,0,40404,40404,20160131,101.0,101,101,953223,0101,0,0637A,,Q,F,54-15,ALMEDA,,0,408,C4,,BBBBBBB,ALL,ALL,BLK,0.0,0,-,0,,,,,,,,,,,,,
6340,1369587363,GHP2146,NY,PAS,06/23/2015,40,SUBN,,X,66920,62420,67620,20150923,43.0,43,808,943976,0808,0,0106A,,BX,F,1757,STORY AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRAY,0.0,2005,-,9,,,,,,,,,,,,,
6341,1369587399,GXB2876,NY,PAS,06/23/2015,40,SDN,BMW,P,67520,63010,24570,20170521,45.0,45,808,943976,0808,0,0530A,,BX,F,475,SWINTON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,1992,-,5,,,,,,,,,,,,,
6342,1369587508,GKZ5800,NY,PAS,06/24/2015,20,SDN,NISSA,P,7040,28500,12550,20151103,47.0,47,808,943976,0808,0,0245A,,BX,F,1138,E 229 DR SOUTH,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0.0,2002,-,0,,,,,,,,,,,,,
6343,1369587510,GXB2659,NY,PAS,06/22/2015,20,SUBN,JEEP,X,63010,41550,14690,20170521,45.0,45,808,943976,0808,0,0720A,,BX,F,2761,SAMPSON AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0.0,1997,-,0,,,,,,,,,,,,,
6344,1369587582,GUW4520,NY,PAS,06/23/2015,20,SUBN,DODGE,X,0,40404,40404,20170128,43.0,43,808,938377,0808,0,1255A,,BX,F,62,CLASON POINT LANE NO,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0.0,1997,-,0,,,,,,,,,,,,,
6345,1369587594,GKP1539,NY,PAS,06/23/2015,20,SDN,BMW,X,24570,10320,67520,20150919,45.0,45,808,938377,0808,0,0120A,,BX,F,2805,DEWEY AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0.0,2011,-,0,,,,,,,,,,,,,
6346,1369587612,GFT5808,NY,PAS,06/23/2015,19,SDN,NISSA,P,24570,10320,67520,20170515,45.0,45,808,938377,0808,0,0540A,,BX,F,2755,DEWEY AVE,,0,408,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2013,-,0,,,,,,,,,,,,,
6347,1369587648,GJA6786,NY,PAS,06/25/2015,24,SDN,TOYOT,P,73420,62420,20920,20150930,43.0,43,808,938377,0808,0,0230A,,BX,F,1744,WATSON AVE,,0,408,F2,,BBBYBBB,ALL,ALL,RED,0.0,2014,-,0,,,,,,,,,,,,,
6348,1369587673,GXB1940,NY,PAS,07/08/2015,24,SUBN,HONDA,P,26880,67120,52320,20170506,43.0,43,808,938377,0808,0,0320A,,BX,F,1609,E 174 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0.0,2001,-,0,,,,,,,,,,,,,
6349,1369587685,T663250C,NY,OMT,07/08/2015,24,SDN,TOYOT,P,26880,67120,52320,20151130,43.0,43,808,938377,0808,0,0325A,,BX,F,1609,E 174 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,,,,,,,,,,,,,
6350,1369587697,GXR6836,NY,PAS,07/08/2015,24,SDN,NISSA,P,26880,67120,52320,20150719,43.0,43,808,938377,0808,0,0330A,,BX,F,1609,E 174 STREET,,0,408,D5,,BBBBBBB,ALL,ALL,BLACK,0.0,2013,-,0,,,,,,,,,,,,,
6351,1369587934,KGSBEE,VA,PAS,07/06/2015,68,SDN,CHEVR,P,0,40404,40404,0,43.0,43,808,938333,0808,0,1018A,,BX,F,1775,BRUCKNER,,0,408,D5,,BBBBBBB,ALL,ALL,YELLO,0.0,0,-,0,,,,,,,,,,,,,
6352,1369588124,GYK2603,NY,PAS,06/17/2015,24,SDN,CHEVR,X,0,40404,40404,20170531,47.0,47,0,935688,PSA8,0,0602A,0600A,,F,1881,SCHIEFFELIN,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2014,-,0,,,,,,,,,,,,,
6353,1369588150,GPC7235,NY,PAS,06/17/2015,24,SDN,NISSA,X,0,40404,40404,20160420,47.0,47,0,935688,PSA8,0,0622A,0622A,,F,1861,SCHIEFFELIN,,0,408,D5,,BBBBBBB,ALL,ALL,BLK,0.0,2008,-,0,,,,,,,,,,,,,
6354,1369588161,GJE6516,NY,PAS,06/18/2015,24,SDN,NISSA,X,11820,64220,45120,20150805,43.0,43,0,935688,PSA8,0,0157A,0157A,,F,740,BEACH AVE,,0,408,D5,,BBBBBBB,ALL,ALL,RED,0.0,2012,-,0,,,,,,,,,,,,,
6355,1369588173,GPR3276,NY,PAS,06/18/2015,24,SDN,ACURA,X,64220,50720,22025,20160511,43.0,43,0,935688,PSA8,0,0209A,0209A,,F,1670,SEWARD,,0,408,D5,,BBBBBBB,ALL,ALL,GREEN,0.0,1999,-,0,,,,,,,,,,,,,
