,Unnamed: 0,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
2682,6104,7399132574,87152MC,NY,COM,01/21/2015,20,VAN,CHEVR,T,44890,32940,14710,01/01/20160101 12:00:00 PM,1.0,1,1,358600,T105,C,0145P,0109P,NY,O,82,W BROADWAY,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WHITE,,2013,,0,081,20-No Parking (Com Plate),,,,,,,,,,,,-74.0096928,40.715177000000004,82,W BROADWAY,,,,,10007.0,10179749.0,4c7731193cf9c138
2683,6105,7399132574,87152MC,NY,COM,01/21/2015,20,VAN,CHEVR,T,44890,32940,14710,01/01/20160101 12:00:00 PM,1.0,1,1,358600,T105,C,0145P,0109P,NY,O,82,W BROADWAY,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WHITE,,2013,,0,081,20-No Parking (Com Plate),,,,,,,,,,,,-74.0096928,40.715177000000004,82,W BROADWAY,,,,,10007.0,10179749.0,4c7731193cf9c138
2684,6106,7280754648,DDJ7075,NY,PAS,05/19/2015,21,SUBN,ME/BE,T,46730,70030,73110,01/01/20170120 12:00:00 PM,88.0,88,88,354093,T301,O,0110P,,K,F,710,HALSEY ST,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1200A,0130P,WH,,2014,,0,C 31,21-No Parking (street clean),,,,,,,,,,,,-73.92542890000001,40.684482,710,HALSEY ST,,,,,11233.0,3058022.0,2cf60a788f0e3078
2685,6110,8007223289,12827AV,NY,COM,11/04/2014,38,VAN,DODGE,T,37290,16590,16740,01/01/20160430 12:00:00 PM,110.0,110,110,353101,T401,G,0126P,,Q,O,80-37,BROADWAY,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,1999,,0,14-P,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.884051,40.743629799999994,80-37,BROADWAY,,,,,11373.0,42110.0,5e12f8977f112aa8
2686,6111,7137920974,41825JX,NY,COM,02/05/2015,48,DELV,WORKH,T,61390,39595,64695,01/01/88888888 12:00:00 PM,109.0,109,109,361081,T401,N,0544P,,Q,O,132-40,SANFORD AVE,,01/05/0001 12:00:00 PM,408,e9,,,,,BROWN,,2007,,0,X 41,48-Bike Lane,,,,,,,,,,,,-73.8316144,40.7551885,132-40,SANFORD AVE,,,,,11355.0,127786.0,98cecd8791f8e39f
2687,6112,1382866240,V121AL,NY,PAS,06/20/2015,21,SUBN,DODGE,S,40930,93830,69530,01/01/20160121 12:00:00 PM,71.0,71,0,600275,KS09,0000,0740A,,K,F,709,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,D1,,BBBBBYB,0730A,0800A,BLUE,0.0,2004,-,0,,,,,,,,,,,,,,-73.9597441,40.655886200000005,709,FLATBUSH AVE,,,,,11225.0,3154153.0,ac1a5a74f8d8d7ff
2688,6115,7708380807,56884JZ,NY,COM,07/07/2014,14,UTIL,INTER,T,21190,37070,37130,01/01/20141031 12:00:00 PM,33.0,33,33,356261,T103,AA,0831A,,NY,F,177,FT WASHINGTON AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2010,,0,L 77,14-No Standing,,,,,,,,,,,,-73.94283659999999,40.841404299999994,177,FT WASHINGTON AVE,,,,,10032.0,1060333.0,cb0cbdbb3475b903
2689,6116,8020480559,DPV7897,NY,PAS,05/31/2015,46,SUBN,GMC,T,41330,12550,72220,01/01/20160518 12:00:00 PM,43.0,43,43,361321,T202,P,1036A,,BX,F,112,HUGH J GRANT CIR,,01/05/0001 12:00:00 PM,408,f1,,,,,BK,,2005,,0,05P,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.8609832,40.832500700000004,112,HUGH J GRANT CIR,,,,,10472.0,2099518.0,f36a0cbdedc8c6c2
2690,6117,7686680976,VBN90K,NJ,PAS,07/09/2014,14,SUBN,FORD,T,29620,66330,15920,01/01/88888888 12:00:00 PM,45.0,45,45,359297,T202,C,0111P,,BX,F,3399,E TREMONT AVE,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BLUE,,0,,0,07P,14-No Standing,,,,,,,,,,,,-73.828265,40.833482399999994,3399,E TREMONT AVE,,,,,10461.0,2081806.0,c4db947db54742eb
2691,6119,8006304440,35168JS,NY,COM,07/17/2014,42,VAN,FORD,T,23390,17290,17310,01/01/20160630 12:00:00 PM,13.0,13,13,355632,T102,K,0309P,,NY,O,22,IRVING PL,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0600P,BL,,2004,145-7650,0,99 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,,-73.98800179999999,40.7347941,22,IRVING PL,,,,,10003.0,1020386.0,aa9d5002afd7f54d
2692,6123,7175998727,72590MA,NY,COM,02/26/2015,20,VAN,FORD,T,13310,10510,14110,01/01/20170131 12:00:00 PM,6.0,6,6,355323,T101,G,1221P,1145A,NY,F,228,BLEECKER ST,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WH,,2011,,0,43 1,20-No Parking (Com Plate),,,,,,,,,,,,-74.0024757,40.7301408,228,BLEECKER ST,,,,,10014.0,1010580.0,506f865dcc10b9b1
2693,6127,8035753344,7FA500,MA,PAS,06/08/2015,21,4DSD,NISSA,T,31830,5280,5430,01/01/20151088 12:00:00 PM,84.0,84,84,361328,T301,H,0953A,,K,F,361,DEAN ST,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,SILVE,,0,,0,03 3,21-No Parking (street clean),,,,,,,,,,,,-73.97959250000001,40.6834273,361,DEAN ST,,,,,11217.0,3001887.0,0876541d584fb3ea
2694,6130,7751560034,GPV6430,NY,PAS,03/14/2015,38,SUBN,HONDA,T,15020,28650,28710,01/01/20160903 12:00:00 PM,47.0,47,47,346400,T202,O,0832A,,BX,O,4238,BRONX BLVD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,1999,,0,G 22,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.86022009999999,40.8957899,4238,BRONX BLVD,,,,,10466.0,2076053.0,110a70ce326ef62a
2695,6134,8011981638,XR746F,NJ,PAS,02/19/2015,14,DELV,FRUEH,T,93250,52930,54650,01/01/20150088 12:00:00 PM,84.0,84,84,353993,T301,B,1211P,,K,O,44,WILLOUGHBY ST,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,06 3,14-No Standing,,,,,,,,,,,,-73.98705509999999,40.69213010000001,44,WILLOUGHBY ST,,,,,11201.0,3000787.0,2713b79ca94856d2
2696,6136,8015050017,CWJ5203,NY,PAS,10/20/2014,38,SUBN,JEEP,T,51090,19540,19740,01/01/20160622 12:00:00 PM,102.0,102,102,358221,T402,Y,0833A,,Q,F,102-39,JAMAICA AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BLACK,,0,,0,22 4,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.84382,40.6952953,102-39,JAMAICA AVE,,,,,11418.0,213371.0,e6c0addfe92067ae
2697,6138,7514792910,33SB20,NY,MOT,05/16/2015,70,MCY,DUCAT,T,80430,24730,87330,01/01/20150430 12:00:00 PM,77.0,77,77,361885,T301,B,0824A,,K,F,149,ST MARKS AVE,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,RED,,0,,0,19 3,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,,-73.97109259999999,40.6792045,149,ST MARKS AVE,,,,,11238.0,3034816.0,099773d372d16a8a
2698,6139,7279542463,34221MC,NY,COM,04/15/2015,16,VAN,CHEVR,T,32685,24290,45090,01/01/20160930 12:00:00 PM,1.0,1,1,346157,T105,J,0904A,0808A,NY,F,200,VARICK ST,,01/01/20150415 12:00:00 PM,408,k2,,Y,0700A,0700P,BL,,2012,,0,130,16-No Std (Com Veh) Com Plate,,,,,,,,,,,,-74.0052118,40.7280021,200,VARICK ST,,,,,10014.0,1010281.0,4f85e75ded4ca243
2699,6141,1380561103,72000ME,NY,COM,03/20/2015,14,REFG,MERCU,P,21690,15510,11910,01/01/20151231 12:00:00 PM,7.0,7,7,927636,0007,0000,1055A,,NY,F,408,GRAND ST,,01/05/0001 12:00:00 PM,408,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,,,,,,,,,,-73.9863388,40.7159902,408,GRAND ST,,,,,10002.0,1004806.0,e0a85adf2f5f947a
2700,6141,1380561103,72000ME,NY,COM,03/20/2015,14,REFG,MERCU,P,21690,15510,11910,01/01/20151231 12:00:00 PM,7.0,7,7,927636,0007,0000,1055A,,NY,F,408,GRAND ST,,01/05/0001 12:00:00 PM,408,D,,BBBBBBB,ALL,ALL,WHITE,0.0,2012,-,0,,,,,,,,,,,,,,-73.9540561,40.711646,408,GRAND ST,,,,,11211.0,3080773.0,68b17efff399b21d
2701,6142,7760770704,GWJ5091,NY,PAS,05/20/2015,21,SUBN,JEEP,T,51090,20740,20840,01/01/20170401 12:00:00 PM,102.0,102,102,352969,T402,G,0908A,,Q,F,114-14,JAMAICA AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,0930A,GY,,2006,,0,20 4,21-No Parking (street clean),,,,,,,,,,,,-73.8343194,40.698411,114-14,JAMAICA AVE,,,,,11418.0,10175135.0,a1031f89fd08901a
2702,6152,1380785480,95518CD,MD,PAS,06/04/2015,46,SUBN,HONDA,P,11820,35720,76950,01/01/20150731 12:00:00 PM,43.0,43,43,945950,0043,0000,1217P,1215P,BX,F,1230,BEACH AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GY,0.0,2002,-,0,,,,,,,,,,,,,,-73.865966,40.830878799999994,1230,BEACH AVE,,,,,10472.0,2039715.0,fd6031f597895efc
2703,6153,1379828193,GTY1510,NY,PAS,05/10/2015,19,SDN,HONDA,P,25690,36070,36090,01/01/20161006 12:00:00 PM,28.0,28,137,939730,0137,0000,0352A,,NY,F,372,MANHATTAN AVE,,01/05/0001 12:00:00 PM,408,E3,,BBBBBBB,ALL,ALL,BLACK,0.0,2015,-,0,,,,,,,,,,,,,,-73.9569098,40.80465170000001,372,MANHATTAN AVE,,,,,10026.0,1046391.0,9c9af51b525ef07d
2704,6153,1379828193,GTY1510,NY,PAS,05/10/2015,19,SDN,HONDA,P,25690,36070,36090,01/01/20161006 12:00:00 PM,28.0,28,137,939730,0137,0000,0352A,,NY,F,372,MANHATTAN AVE,,01/05/0001 12:00:00 PM,408,E3,,BBBBBBB,ALL,ALL,BLACK,0.0,2015,-,0,,,,,,,,,,,,,,-73.9463364,40.716819,372,MANHATTAN AVE,,,,,11211.0,3088409.0,6bdaad30eda34280
2705,6156,7562772850,GPF2761,NY,PAS,09/23/2014,21,SUBN,SPRI,T,13320,78515,12550,01/01/20160605 12:00:00 PM,49.0,49,49,359621,T202,A,0901A,,BX,O,2137,BOGART AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,WH,,2004,,0,01A,21-No Parking (street clean),,,,,,,,,,,,-73.86121949999999,40.8550268,2137,BOGART AVE,,,,,10462.0,2054716.0,59872b5c6335df48
2706,6159,1380475764,39804JU,NY,COM,03/12/2015,78,VAN,CHEVR,P,56330,52130,63030,01/01/20160131 12:00:00 PM,83.0,83,83,911683,0083,0000,0119A,,K,O,334,LINDEN ST,,01/05/0001 12:00:00 PM,408,K6,,BBBBBBB,0900P,0500A,WHITE,0.0,2006,-,0,,,,,,,,,,,,,,-73.91364240000001,40.6991016,334,LINDEN ST,,,,,11237.0,3101458.0,c2ecf4e39c6d1e58
2707,6164,7181513163,FXP5995,NY,PAS,11/26/2014,38,SUBN,NAVIS,T,78050,37720,66320,01/01/20160404 12:00:00 PM,45.0,45,45,361372,T202,D,1009A,,BX,O,1442,WILLIAMSBRIDGE RD,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,OTHER,,0,,0,22P,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.8448421,40.8432689,1442,WILLIAMSBRIDGE RD,,,,,10461.0,2048456.0,ba5580b5a064de3c
2708,6168,7735492005,BLL8847,GA,PAS,07/11/2014,20,SUBN,FORD,T,40040,42730,28330,01/01/20141088 12:00:00 PM,84.0,84,84,330760,T802,A,1030P,,K,F,8,EVERIT ST,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GREY,,0,,0,Q 31,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9944773,40.7025133,8,EVERIT ST,,,,,11201.0,3002228.0,59be182463b2be2c
2709,8488,7731364719,EYC3231,NY,PAS,09/26/2014,20,4DSD,HONDA,T,40040,42730,28330,01/01/20160413 12:00:00 PM,84.0,84,84,345428,T802,B,0845P,,K,F,8,EVERIT ST,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GREY,,2007,,0,R 31,20A-No Parking (Non-COM),,,,,,,,,,,,-73.9944773,40.7025133,8,EVERIT ST,,,,,11201.0,3002228.0,59be182463b2be2c
2710,6170,1368901244,FFN3501,NY,999,06/17/2015,21,SUBN,SUBAR,S,19690,14010,23990,01/01/20161130 12:00:00 PM,5.0,5,0,667978,MN03,0000,0806A,,NY,F,187,E BROADWAY,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0800A,0830A,BLACK,0.0,2014,-,0,,,,,,,,,,,,,,-73.9889306,40.7140386,187,E BROADWAY,,,,,10002.0,1004168.0,c6bc60efb9b4a9d4
2711,6174,8006963010,FAF2543,NY,PAS,09/29/2014,37,4DSD,NISSA,T,40930,14030,36330,01/01/20160524 12:00:00 PM,63.0,63,63,361356,T302,P,0133P,1216P,K,F,1690,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2013,333-3029,0,20 3,37-Expired Muni Meter,,,,,,,,,,,,-73.9439457,40.629062899999994,1690,FLATBUSH AVE,,,,,11210.0,3261462.0,099d2d5735912728
2712,6178,7350388871,CD122K,NY,PAS,05/13/2015,37,SUBN,CHEVR,T,31190,37450,37470,01/01/20151104 12:00:00 PM,34.0,34,34,355162,T103,H,1113A,1052A,NY,F,1504,ST NICHOLAS AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GREEN,,0,105-8328,0,12 7,37-Expired Muni Meter,,,,,,,,,,,,-73.9316863,40.8518162,1504,ST NICHOLAS AVE,,,,,10033.0,1061762.0,727e01ebeba12495
2713,6181,7985020597,81182MD,NY,COM,04/11/2015,38,VAN,ME/BE,T,11710,35510,35530,01/01/20150630 12:00:00 PM,24.0,24,24,361086,T103,D,1222P,,NY,F,568,AMSTERDAM AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2012,,0,28 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9744528,40.7887565,568,AMSTERDAM AVE,,,,,10024.0,1029424.0,1d336eef07ded58c
2714,6185,8008992931,GRF6609,NY,PAS,06/15/2015,21,4DSD,NISSA,T,18630,26630,55330,01/01/20160622 12:00:00 PM,70.0,70,70,358628,T302,A,0907A,,K,F,2042,BEDFORD AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,WH,,2008,,0,08 3,21-No Parking (street clean),,,,,,,,,,,,-73.956385,40.654329600000004,2042,BEDFORD AVE,,,,,11226.0,3154670.0,c66f344af489988f
2715,6186,7071110475,XJ275E,NJ,PAS,08/04/2014,38,VAN,DODGE,T,24890,18410,18430,01/01/20091188 12:00:00 PM,19.0,19,19,355677,T103,I,1006A,,NY,O,992,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,1000A,1000P,WHITE,,0,,0,C 77,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9625291,40.7702255,992,LEXINGTON AVE,,,,,10021.0,1059957.0,abeaa5ee359095fb
2716,6189,7805032040,98446JX,NY,COM,07/24/2014,38,VAN,INTER,T,25390,18830,18850,01/01/88888888 12:00:00 PM,19.0,19,19,352070,T103,Q,0539P,,NY,F,1316,MADISON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,1997,,0,09 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9556022,40.7854991,1316,MADISON AVE,,,,,10128.0,1037182.0,43044cf3961dd1b7
2717,6190,7330260319,84239W,WI,PAS,04/10/2015,38,DELV,INTER,T,40930,40430,48230,01/01/20150988 12:00:00 PM,70.0,70,70,361062,T302,R,0339P,,K,F,654,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,0,,0,29 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9604482,40.6573249,654,FLATBUSH AVE,,,,,11225.0,3152899.0,b39df99d2b82028d
2718,6191,7766335426,FAZ2213,NY,PAS,09/12/2014,16,4DSD,NISSA,T,51090,24690,24740,01/01/20160502 12:00:00 PM,103.0,103,103,361042,T402,B,0112P,,Q,F,171-15,JAMAICA AVE,,01/05/0001 12:00:00 PM,408,k2,,Y,0700A,0700P,GY,,0,,0,14 4,16A-No Std (Com Veh) Non-COM,,,,,,,,,,,,-73.7882176,40.707708200000006,171-15,JAMAICA AVE,,,,,11432.0,233153.0,c2100ac556621c87
2719,6197,7265946960,72011ME,NY,COM,11/06/2014,71,UTIL,NS/OT,T,21705,13610,21700,01/01/20151031 12:00:00 PM,9.0,9,9,349538,T105,H,1246P,,NY,O,1,GREAT JONES ST,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WHITE,,2007,,0,070,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-73.99450240000002,40.727585999999995,1,GREAT JONES ST,,,,,10012.0,1010716.0,e87f375e530a74bb
2720,6198,7427439752,ELJ6438,NY,PAS,03/02/2015,74,SUBN,BMW,T,11420,27330,29220,01/01/20161103 12:00:00 PM,52.0,52,52,357057,T201,F,0131P,,BX,F,2494,BATHGATE AVE,,01/05/0001 12:00:00 PM,408,j2,,,,,WH,,2015,,0,60 2,74-Missing Display Plate,,,,,,,,,,,,-73.8879072,40.858933,2494,BATHGATE AVE,,,,,10458.0,2021410.0,2412fb24ebd6c894
2721,6203,8022521620,FHE9166,NY,PAS,05/30/2015,38,4DSD,HONDA,T,40930,75430,36930,01/01/20170222 12:00:00 PM,63.0,63,63,361907,T302,D,0238P,,K,F,2216,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2011,,0,11 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9296362,40.6158237,2216,FLATBUSH AVE,,,,,11234.0,3298602.0,e07e611922f95928
2722,6204,7228734051,GMV7360,NY,PAS,12/26/2014,37,4DSD,TOYOT,T,67030,14230,14280,01/01/20160220 12:00:00 PM,63.0,63,63,361329,T302,R,0139P,0133P,K,F,2756,NOSTRAND AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2014,304-3172,0,18 3,37-Expired Muni Meter,,,,,,,,,,,,-73.9451942,40.6169919,2756,NOSTRAND AVE,,,,,11210.0,5184247.0,7f70bd55403356f2
2723,6205,7601466826,FYS9645,NY,PAS,05/06/2015,71,PICK,NISSA,T,73720,57020,29320,01/01/20160405 12:00:00 PM,52.0,52,52,362257,T201,H,1143A,,BX,O,3478,WEBSTER AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,2012,,0,52 2,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-73.8714872,40.8781763,3478,WEBSTER AVE,,,,,10467.0,2031173.0,394fc17e3ce4b6ec
2724,6207,7082175012,FWM1624,NY,PAS,11/13/2014,46,SUBN,HYUND,T,51730,92430,42030,01/01/20160320 12:00:00 PM,94.0,94,94,347663,T301,Y,0904A,,K,F,58,HURON ST,,01/05/0001 12:00:00 PM,408,f1,,,,,SILVE,,2006,,0,T 31,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.9594493,40.7324908,58,HURON ST,,,,,11222.0,3083063.0,a1b22a6ae2ec9e2c
2725,6209,8037058128,GXN5066,NY,PAS,06/29/2015,21,4DSD,HONDA,T,38330,56130,23330,01/01/20170423 12:00:00 PM,71.0,71,71,357747,T302,C,1119A,,K,O,490,E NEW YORK AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BR,,2012,,0,16 3,21-No Parking (street clean),,,,,,,,,,,,-73.9464515,40.6617052,490,E NEW YORK AVE,,,,,11225.0,3143499.0,6c21ddaa58a2db29
2726,6212,7280729708,BPFF73,FL,PAS,03/06/2015,19,4DSD,HONDA,T,46730,67030,58730,01/01/20150088 12:00:00 PM,79.0,79,79,354093,T301,Y,0235P,,K,F,103,HALSEY ST,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,OTHER,,0,,0,C 31,19-No Stand (bus stop),,,,,,,,,,,,-73.9494555,40.681985100000006,103,HALSEY ST,,,,,11216.0,3066096.0,908a368be5a2d051
2727,6215,7721546047,74538JX,NY,COM,11/20/2014,38,VAN,CHEVR,T,51890,37290,10990,01/01/88888888 12:00:00 PM,110.0,110,110,358876,T401,S,1119A,,Q,O,86-01,JUSTICE AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,2007,,0,20-A,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.87690040000001,40.737917700000004,86-01,JUSTICE AVE,,,,,11373.0,50914.0,e82a49983c1a4569
2728,6216,7009860026,ET3297,DC,PAS,06/20/2015,38,SUBN,SUBAR,T,24890,18470,18490,01/01/20151088 12:00:00 PM,19.0,19,19,361349,T103,R,0228P,,NY,F,1043,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,0,,0,12 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.960893,40.77198,1043,LEXINGTON AVE,,,,,10021.0,1034596.0,8ec18a2a4fb437ef
2729,6217,7803223771,GFN6453,NY,PAS,11/06/2014,19,SUBN,FORD,T,58590,48950,48950,01/01/20150430 12:00:00 PM,109.0,109,109,342496,T740,A,0834A,,Q,F,45-46,PARSONS BLVD,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BK,,2013,,0,01 6,19-No Stand (bus stop),,,,,,,,,,,,-73.8145436,40.7547352,45-46,PARSONS BLVD,,,,,11355.0,129796.0,dce7012f9274102d
2730,6218,8017761120,GMU1428,NY,PAS,02/07/2015,38,4DSD,FORD,T,18830,85030,68630,01/01/20160327 12:00:00 PM,73.0,73,73,358668,T301,H,1211P,,K,O,29,BELMONT AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0830P,0700P,TN,,2005,,0,28 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.90930420000001,40.668685700000005,29,BELMONT AVE,,,,,11212.0,3108110.0,4f6dfa5a083a2417
2731,6223,7645040373,GAB6906,NY,PAS,12/08/2014,20,4DSD,HONDA,T,54500,17450,17900,01/01/20161015 12:00:00 PM,120.0,120,120,359289,T303,E,0357P,,R,O,63,WATER ST,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GREY,,2006,,0,07-P,20A-No Parking (Non-COM),,,,,,,,,,,,-74.07624190000001,40.6272315,63,WATER ST,,,,,10304.0,5016527.0,4f3bed216650a709
2732,6225,7803231640,FXF1571,NY,PAS,06/15/2015,14,4DSD,VOLKS,T,57790,23190,23180,01/01/20160729 12:00:00 PM,109.0,109,109,342496,T740,A,0713A,,Q,F,149-09,NORTHERN BLVD,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0900A,GY,,2004,,0,01 6,14-No Standing,,,,,,,,,,,,-73.8167766,40.7654984,149-09,NORTHERN BLVD,,,,,11354.0,126353.0,11d277a1bd9f3cb6
2733,6226,1367081312,GHW7301,NY,PAS,07/27/2014,20,SDN,AUDI,P,0,40404,40404,01/01/20150729 12:00:00 PM,112.0,112,122,952987,0122,0000,0845P,,R,O,211,CORBIN AVE,,01/05/0001 12:00:00 PM,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2014,-,0,,,,,,,,,,,,,,-74.1464388,40.5607109,211,CORBIN AVE,,,,,10308.0,9106750.0,db28d5a9041c887e
2734,6229,8015408374,93295MC,NY,COM,01/06/2015,38,VAN,FORD,T,24890,17450,17470,01/01/20161130 12:00:00 PM,13.0,13,13,361092,T102,M,0425P,,NY,F,30,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2013,,0,16 6,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9846043,40.7399395,30,LEXINGTON AVE,,,,,10010.0,1020792.0,7b264e74687bf518
2735,6229,8015408374,93295MC,NY,COM,01/06/2015,38,VAN,FORD,T,24890,17450,17470,01/01/20161130 12:00:00 PM,13.0,13,13,361092,T102,M,0425P,,NY,F,30,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2013,,0,16 6,38-Failure to Display Muni Rec,,,,,,,,,,,,-74.1332015,40.630418799999994,30,LEXINGTON AVE,,,,,10302.0,5030205.0,dd55af8f9a7fc9a2
2736,7293,8010517720,J12DSA,NJ,PAS,01/17/2015,37,4DSD,CHRYS,T,24890,17450,17470,01/01/88888888 12:00:00 PM,13.0,13,13,355642,T106,GP,0139P,0121P,NY,F,30,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RED,,0,144-3747,0,79 6,37-Expired Muni Meter,,,,,,,,,,,,-73.9846043,40.7399395,30,LEXINGTON AVE,,,,,10010.0,1020792.0,7b264e74687bf518
2737,7293,8010517720,J12DSA,NJ,PAS,01/17/2015,37,4DSD,CHRYS,T,24890,17450,17470,01/01/88888888 12:00:00 PM,13.0,13,13,355642,T106,GP,0139P,0121P,NY,F,30,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RED,,0,144-3747,0,79 6,37-Expired Muni Meter,,,,,,,,,,,,-74.1332015,40.630418799999994,30,LEXINGTON AVE,,,,,10302.0,5030205.0,dd55af8f9a7fc9a2
2738,7294,8010517720,J12DSA,NJ,PAS,01/17/2015,37,4DSD,CHRYS,T,24890,17450,17470,01/01/88888888 12:00:00 PM,13.0,13,13,355642,T106,GP,0139P,0121P,NY,F,30,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RED,,0,144-3747,0,79 6,37-Expired Muni Meter,,,,,,,,,,,,-73.9846043,40.7399395,30,LEXINGTON AVE,,,,,10010.0,1020792.0,7b264e74687bf518
2739,7294,8010517720,J12DSA,NJ,PAS,01/17/2015,37,4DSD,CHRYS,T,24890,17450,17470,01/01/88888888 12:00:00 PM,13.0,13,13,355642,T106,GP,0139P,0121P,NY,F,30,LEXINGTON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RED,,0,144-3747,0,79 6,37-Expired Muni Meter,,,,,,,,,,,,-74.1332015,40.630418799999994,30,LEXINGTON AVE,,,,,10302.0,5030205.0,dd55af8f9a7fc9a2
