,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8912,7031124487,8E56J,NY,OMT,11/17/2016,68,TAXI,FORD,T,87330,72730,69330,20170531,77.0,77,77,363499,T301,P,0229P,,K,O,661,Vanderbilt Ave,,0,408,a1,,,,,YW,,2011,,0,19 3,68-Not Pkg. Comp. w Psted Sign,,,
8913,8530476207,GLC7071,NY,PAS,06/05/2017,37,SUBN,TOYOT,T,27360,52120,21820,20180113,52.0,52,52,361339,T201,F,1256P,1249P,BX,F,55,E 190th St,,0,408,h1,,Y,0830A,0700P,GY,,2006,201-3030,0,24,37-Expired Muni Meter,,,
8914,8523222121,923206N,NJ,PAS,04/29/2017,14,4DSD,HONDA,T,29020,40404,40404,88880088,52.0,52,52,358632,T201,O,0444A,,BX,F,395,E Kingsbridge Rd,,0,408,c,,YYYYYYY,1000P,0500A,OTHER,,0,,0,C,14-No Standing,,,
8915,1414754279,EVW5469,NY,PAS,11/15/2016,98,SUBN,TOYOT,P,0,0,0,20171120,43.0,43,43,922494,0043,0000,0145A,,BX,F,2014,CLCERO AVE,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0.0,2014,-,0,,,,,
8916,8295047577,DEH6283,NY,PAS,01/25/2017,20,4DSD,NISSA,T,55330,36380,23330,20170324,67.0,67,67,330061,T302,U,0109P,,K,O,440,Lenox Rd,,0,408,d,,YYYYYYY,,,GY,,2016,,0,L,20A-No Parking (Non-COM),,,
8917,8549353176,HCW4088,NY,PAS,04/20/2017,21,SUBN,SUBAR,T,88830,35630,35680,20180205,61.0,61,61,361904,T302,J,0959A,,K,O,1824,Voorhies Ave,,0,408,d1,,Y,0930A,1100A,WH,,2005,,0,N,21-No Parking (street clean),,,
8918,7298317970,ZV4494,VA,PAS,11/25/2016,38,SUBN,CHRYS,T,31190,97530,37330,20160088,33.0,33,33,355162,T103,H,1052A,,NY,F,1370,St Nicholas Ave,,0,408,h1,,Y,0800A,0700P,WHITE,,0,,0,16 7,38-Failure to Display Muni Rec,,,
8919,8245090426,L29CDV,NJ,PAS,11/26/2016,20,4DSD,HONDA,T,15350,27050,32940,88888888,1.0,1,1,357360,T105,E,1231P,,NY,F,136,Church St,,0,408,d,,Y,0800A,0600P,WHITE,,0,,0,054,20A-No Parking (Non-COM),,,
8920,8510074215,2028692,IN,PAS,04/17/2017,84,REFG,FRUEH,T,13015,21090,30640,20170088,1.0,1,1,359606,T101,N,1238P,,NY,O,150,Beekman St,,0,408,k7,,YYYYYYY,,,BLACK,,0,,0,95,84-Platform lifts in low posit,,,
8921,7966298395,61354MC,NY,COM,09/21/2016,16,VAN,FORD,T,32900,0,0,20161130,1.0,1,1,362272,T105,E,0304P,0218P,NY,I,N,Walker St,15ft W/of Church St,20160921,408,k2,,YYYYY,0700A,0400P,WH,,2013,,0,073,16-No Std (Com Veh) Com Plate,,,
8922,4624282700,GVH6880,NY,PAS,09/28/2016,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,1256P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8923,8182071150,HLC3613,NY,PAS,02/06/2017,40,SUBN,BMW,T,10780,0,0,20181003,62.0,62,62,359288,T302,E,0113P,,K,I,N,84th St,5ft E/of 20th Ave,0,408,e2,,YYYYYYY,,,WH,,2006,,4,40,40-Fire Hydrant,,,
8924,8519775184,AS222F,NJ,PAS,06/14/2017,19,DELV,MACK,T,13610,35830,35850,20170088,24.0,24,24,363927,T103,C,1216P,,NY,F,2704,Broadway,,0,408,c3,,YYYYYYY,,,OTHER,,0,,0,C,19-No Stand (bus stop),,,
8925,4623424844,FBE3166,NY,PAS,09/15/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1123A,,QN,,,NB UTOPIA PKWY @ 17T,H AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8926,8513822644,LDRC109,NJ,PAS,04/07/2017,14,4DSD,LEXUS,T,37490,40404,40404,88880088,34.0,34,34,355134,T103,B,0453P,,NY,F,66,W 187th St,,0,408,c,,YYYYYYY,,,BLUE,,0,,0,CCC,14-No Standing,,,
8927,8163052296,EXX1582,NY,PAS,08/02/2016,38,4DSD,INFIN,T,83630,53730,91080,20180208,60.0,60,60,355553,T802,A,1039P,,K,F,1045,Surf Ave,,0,408,h1,,Y,0800A,1200A,BK,,2015,,0,A 31,38-Failure to Display Muni Rec,,,
8928,5093706723,GRD4906,NY,PAS,09/30/2016,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1105A,,MN,,,2ND AVE (S/B) @ 26TH,ST,0,1111,D,T,,,,RD,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
8929,1419245089,7HHW60,MA,999,05/01/2017,21,SDN,MAZDA,S,73690,48230,93830,0,71.0,71,0,537860,KN09,0000,0738A,,K,F,582,ROGERS AVE,,0,408,D1,,YBYYBBB,0730A,0800A,WHITE,0.0,0,-,0,,,,,
8930,8515501843,20049MH,NY,COM,02/17/2017,69,VAN,FORD,T,10110,18270,18290,20170831,19.0,19,19,338894,T103,E,1134A,,NY,F,1226,2nd Ave,,0,408,h1,,YYYYY,1000A,0200P,WHITE,,2015,,0,35,69-Failure to Disp Muni Recpt,,,
8931,8481166807,63452JM,NY,COM,04/18/2017,69,VAN,INTER,T,34370,10410,13610,88880088,14.0,14,14,364908,T102,N,0155P,,NY,O,11,W 30th St,,0,408,h1,,YYYYY,0900A,0600P,BROWN,,1995,,0,02,69-Failure to Disp Muni Recpt,,,
8932,8512313183,31867JA,NY,COM,05/03/2017,46,VAN,FORD,T,18630,10410,25390,20180630,19.0,19,19,358927,T103,K,1136A,,NY,F,24,E 82nd St,,0,408,F1,,YYYYYYY,,,BLUE,,2011,,0,C,46B-Double Parking (Com-100Ft),,,
8933,7819838577,S35BLR,NJ,PAS,11/19/2016,14,4DSD,TOYOT,T,34510,10810,10910,88888888,14.0,14,14,333201,T501,X,1009A,,NY,O,326,W 37th St,,0,408,c,,YYYYYYY,,,TAN,,0,,0,01 6,14-No Standing,,,
8934,8143058852,608WZB,FL,PAS,10/18/2016,40,4DSD,TOYOT,T,52920,53520,14420,20161288,49.0,49,49,349900,T202,O,0639A,,BX,F,2015,Muliner Ave,,0,408,e2,,YYYYYYY,,,GREY,,0,,0,H 22,40-Fire Hydrant,,,
8935,8422553715,Y615TX,NY,PAS,02/19/2017,70,SUBN,TOYOT,T,24890,18970,18990,20170211,23.0,23,23,355417,T103,H,1219P,,NY,F,1569,Lexington Ave,,0,408,j3,,YYYYYYY,,,WH,,1996,,0,34,70A-Reg. Sticker Expired (NYS),,,
8936,8300063389,DPS8996,NY,PAS,11/19/2016,20,4DSD,INFIN,T,35630,54050,73030,20180430,61.0,61,61,333042,T302,M,0112P,,K,O,1660,E 18th St,,0,408,d,,Y,0800A,0700P,GY,,2013,,0,03 3,20A-No Parking (Non-COM),,,
8937,8515071952,HME1718,NY,PAS,06/08/2017,21,2DSD,BMW,T,36010,10410,24690,20181104,28.0,28,28,349570,T103,AA,1150A,,NY,F,41,W 112th St,,0,408,d1,,Y  Y,1130A,0100P,WH,,2011,,0,L,21-No Parking (street clean),,,
8938,8055540639,FHP1835,NY,PAS,07/15/2016,21,2DSD,ME/BE,T,10010,18870,18890,20170119,19.0,19,19,353192,T103,A,0848A,,NY,O,1843,1st Ave,,0,408,d1,,YY YY,0830A,0900A,WH,,2007,,0,B 77,21-No Parking (street clean),,,
8939,8467027368,EDY9004,NY,PAS,12/09/2016,71,4DSD,ME/BE,T,46490,46190,13490,20180317,104.0,104,104,353451,T402,E,0204P,,Q,F,61-06,Gates Ave,,0,408,j6,,YYYYYYY,,,BK,,2002,,0,25 4,71A-Insp Sticker Expired (NYS),,,
8940,8508614664,48799MC,NY,COM,04/19/2017,37,VAN,CHEVR,T,33930,25190,10510,20180731,6.0,6,6,364907,T101,F,0410P,0333P,NY,O,60,W 8th St,,0,408,h1,,Y,0800A,1100P,WH,,2012,114-3016,0,53,37-Expired Muni Meter,,,
8941,1418082910,HKP7879,NY,PAS,01/27/2017,98,SDN,HYUND,P,10180,63530,28230,20180811,68.0,68,68,956143,0068,0000,0855P,,K,F,87,72ND STREET,,0,408,K6,,BBBBBBB,ALL,ALL,BLUE,0.0,2016,-,0,,,,,
8942,1417691578,FML2920,NY,PAS,02/15/2017,98,SDN,NISSA,P,17990,19990,64890,20170701,106.0,106,106,958728,0106,0000,0931A,,Q,F,107-28,88 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0.0,2014,-,0,,,,,
8943,7497449771,GJM1547,NY,PAS,09/21/2016,50,SUBN,FORD,T,0,0,0,20170804,66.0,66,66,363034,T302,P,0522P,,K,I,N,New Utrecht Ave,0ft E/of 52nd St,0,408,e5,,,,,BL,,2016,,0,38 3,50-Crosswalk,,,
8944,1420421463,HGU9566,NY,PAS,02/08/2017,14,SUBN,ROVER,P,20890,23190,21790,20180615,1.0,1,1,947312,0001,0000,0305A,,NY,F,187,FRANKLIN ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0.0,2016,-,0,,,,,
8945,4634060681,24393JZ,NY,COM,05/18/2017,36,UTIL,FORD,V,0,0,0,0,,0,0,0,,,0145P,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8946,7040239437,97874MD,NY,COM,01/19/2017,38,VAN,CHEVR,T,31950,23230,44930,88888888,90.0,90,90,361813,T301,S,1028A,,K,F,7,Debevoise St,,0,408,h1,,Y,0800A,0700P,WHITE,,2008,,0,15,38-Failure to Display Muni Rec,,,
8947,7385919509,EXS9044,NY,PAS,08/19/2016,20,4DSD,NISSA,T,26280,50320,31120,20170210,40.0,40,40,361794,T201,R,0240P,,BX,F,409-411,E 154th St,,0,408,d,,Y,0800A,0700P,WH,,2006,,0,V 21,20A-No Parking (Non-COM),,,
8948,7487985878,GMU1638,NY,PAS,09/13/2016,72,SUBN,DODGE,T,60810,40890,53790,20180402,106.0,106,106,362522,T402,E,0321P,,Q,F,9433,Rockaway Blvd,,0,408,j7,,,,,WH,,2002,,0,37 4,72-Insp Stkr Mutilated,,,
8949,4625730466,892YKA,CT,PAS,10/25/2016,36,4D,ACURA,V,0,0,0,0,,0,0,0,,,0848A,,BX,,,EB E GUN HILL RD @ B,ARNES AVE,0,1180,B,T,,,,GRY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8950,8326553943,EVB6262,NY,PAS,01/11/2017,71,4DSD,NISSA,T,93530,65630,43630,20170914,83.0,83,83,364895,T301,S,0228P,,K,F,26,Wilson Ave,,0,408,j6,,YYYYYYY,,,GY,,2009,,0,11,71A-Insp Sticker Expired (NYS),,,
8951,8112024492,K059859,TX,PAS,09/06/2016,69,DELV,INTER,T,17810,24890,10210,20160088,17.0,17,17,361040,T106,N,0114P,,NY,F,133,E 41st St,,0,408,h1,,Y,0700A,0700P,WHITE,,0,,0,110,69-Failure to Disp Muni Recpt,,,
8952,8200064293,2201680,IN,PAS,04/12/2017,14,DELV,FRUEH,T,65490,9540,29290,20170088,109.0,109,109,361854,T401,C,0103P,,Q,O,41-03,Union St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,01,14-No Standing,,,
8953,1414840111,GVZ6119,NY,PAS,08/29/2016,50,SUBN,ROVER,P,26610,64720,36620,20170210,44.0,44,44,905260,0044,0000,1142A,,BX,O,245,E 165 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BL,0.0,2015,-,0,,,,,
8954,8481471884,86443MB,NY,COM,05/19/2017,69,VAN,CHEVR,T,34550,10610,10810,88880088,14.0,14,14,361325,T106,G,0231P,,NY,F,234,W 39th St,,0,408,h1,,YYYYY,0600A,0700P,WHITE,,2011,,0,99,69-Failure to Disp Muni Recpt,,,
8955,1414947276,568078SD,IL,PAS,10/16/2016,78,TR,FRL,P,47390,40404,40404,0,112.0,112,112,956074,0112,0000,1038P,1030P,Q,F,6700,GRAND CENTRAL PKWY,,20161016,408,K6,,BBBBBBB,ALL,ALL,WHITE,0.0,0,-,0,,,,,
8956,1417394845,HJV4425,NY,PAS,01/17/2017,21,SUBN,DODGE,S,72720,26370,26400,20180915,44.0,44,0,890813,BX04,0000,0808A,,BX,O,811,WALTON AVE,,0,408,D1,,BYBBBBB,0800A,0930A,BLACK,0.0,1999,-,0,,,,,
8957,7010346859,17173JW,NY,COM,01/20/2017,16,VAN,FORD,T,35190,0,0,20170930,20.0,20,20,356259,T103,M,0226P,0138P,NY,I,S,W 71st St,20ft E/of Riverside,0,408,k2,,YYYYY,0800A,0600P,WH,,2007,,0,C,16-No Std (Com Veh) Com Plate,,,
8958,7878318608,99089MC,NY,COM,10/20/2016,47,VAN,FRUEH,T,34550,10510,13610,88888888,14.0,14,14,351207,Manh,M,0337P,,NY,F,118,W 39th St,,0,408,l2,,Y,0700A,0700P,WHITE,,1999,,0,90 6,47-Double PKG-Midtown,,,
8959,5095254876,EVW9554,NY,PAS,02/06/2017,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1238P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,RD,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
8960,4635307633,HGM9594,NY,PAS,06/20/2017,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0819A,,QN,,,NB UTOPIA PKWY @ 17T,H AVE,0,1180,B,T,,,,BL,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8961,8476650929,XCVX15,NJ,PAS,12/12/2016,48,DELV,FRUEH,T,34870,10410,10510,19880088,18.0,18,18,362166,T106,B,1050A,,NY,F,44,W 55th St,,0,408,e9,,YYYYYYY,,,WHITE,,0,,0,05 6,48-Bike Lane,,,
8962,1421940541,52037JY,NY,COM,05/08/2017,18,DELV,FRUEH,P,17670,24890,10210,0,17.0,17,406,926149,0406,0000,0102P,,NY,O,155,E 34 ST,,0,408,C3,,BBBBBBB,ALL,ALL,RED,0.0,0,-,0,,,,,
8963,8490204342,HME6135,NY,PAS,12/13/2016,75,4DSD,HONDA,T,67730,14230,14280,20161211,70.0,70,70,362559,T302,J,0215P,,K,F,1338,Ocean Pky,,0,408,j5,,,,,RED,,2016,,0,R 32,75-No Match-Plate/Reg. Sticker,,,
8964,1400902174,HJP6778,NY,PAS,02/06/2017,21,SUBN,DODGE,S,31640,40404,40404,20180304,100.0,100,0,588122,QE18,0000,1137A,,Q,O,6200,BEACH 62ND ST,,0,408,D1,,YBBBBBB,1130A,0100P,BLACK,0.0,2018,-,0,,,,,
8965,8270064099,FLW4725,NY,PAS,08/17/2016,46,4DSD,ME/BE,T,22680,22480,22530,20170526,61.0,61,61,352979,T302,Y,0207P,,K,F,1081,Brighton Beach Ave,,0,408,f1,,,,,BL,,2015,,0,N 32,46A-Double Parking (Non-COM),,,
8966,7068231019,PF838V,FL,PAS,08/12/2016,14,4DSD,SCION,T,19840,0,0,20160088,115.0,115,115,354032,T803,BB,1049P,,Q,I,W,105th St,5ft S/of 34th Ave,0,408,c,,YYYYYYY,,,SILVE,,0,,0,P 42,14-No Standing,,,
8967,4627384749,DUC8659,NY,PAS,11/23/2016,36,4DSD,ACURA,V,0,0,0,0,,0,0,0,,,0547P,,QN,,,EB ATLANTIC AVE @ 85,TH ST,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8968,4006391808,FJF8313,NY,PAS,09/19/2016,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0125P,,QN,,,NB MAIN ST @ FRANKLI,N AVE,0,1111,C,T,,,,GY,,2011,,0,,BUS LANE VIOLATION,,,
8969,8324512196,U96FEJ,NJ,PAS,08/31/2016,40,4DSD,HONDA,T,37050,31190,13610,88888888,33.0,33,33,355180,T103,A,0652A,,NY,O,562,W 164th St,,0,408,e2,,YYYYYYY,,,SILVE,,0,,6,CCC,40-Fire Hydrant,,,
8970,8532203619,HFS7726,NY,PAS,04/04/2017,38,SUBN,FORD,T,10410,19450,19470,20180419,20.0,20,20,365352,T103,GG,0140P,,NY,F,2037,5th Ave,,0,408,h1,,Y,0900A,0700P,WH,,2003,,0,01,38-Failure to Display Muni Rec,,,
8971,5093813059,53900MD,NY,COM,10/08/2016,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,1213P,,BK,,,CONEY ISLAND AVE (S/,B) @ DORCHESTER RD,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
8972,4626317935,EAA4767,NY,PAS,11/02/2016,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0306P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,BK,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8973,8506963163,AH43098,AZ,PAS,06/20/2017,21,PICK,GMC,T,13210,33390,11115,20170088,6.0,6,6,344767,T101,A,1145A,,NY,O,68,Bethune St,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,21,21-No Parking (street clean),,,
8974,4634275168,FYR7027,NY,PAS,05/24/2017,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0923A,,QN,,,SB MAIN ST 82 DR - Q,UEENS BV,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8975,7405996528,GZM2949,NY,PAS,08/06/2016,71,4DSD,MAZDA,T,79150,30120,58820,20170628,45.0,45,45,352973,T801,B,0156A,,BX,O,2910,Zulette Ave,,0,408,j6,,YYYYYYY,,,SILVE,,2013,,0,A 21,71A-Insp Sticker Expired (NYS),,,
8976,4628860567,T677744C,NY,OMT,12/21/2016,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0133P,,BX,,,SB UNIVERSITY AVE @,W BURNSIDE AVE,0,1180,B,T,,,,GY,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8977,8257061890,HLE8514,NY,OMS,01/04/2017,38,SUBN,BUICK,T,51090,18090,18240,20170930,102.0,102,102,363043,T402,F,0525P,,Q,F,89-07,Jamaica Ave,,0,408,h1,,Y,0900A,0700P,BK,,2017,,0,32 4,38-Failure to Display Muni Rec,,,
8978,7602455526,T723034C,NY,OMT,05/18/2017,40,SUBN,CADIL,T,28290,15620,57320,20180131,47.0,47,47,345274,T720,A,0822A,,BX,F,941,E 222nd St,,0,408,e2,,YYYYYYY,,,BK,,2011,,0,B,40-Fire Hydrant,,,
8979,8066516125,46172MH,NY,COM,08/11/2016,14,DELV,MI/F,T,18110,10210,10110,20180228,17.0,17,17,346346,T503,D1,0118P,,NY,F,240,E 56th St,,0,408,c,,YYYYYYY,,,WH,,1994,,0,CC1,14-No Standing,,,
8980,8471809412,HEJ9454,NY,PAS,11/02/2016,37,SUBN,CHRYS,T,6480,8780,8830,20180114,66.0,66,66,341963,T302,E,0116P,0103P,K,F,4406,14th Ave,,0,408,h1,,YYYYY,0830A,0700P,GY,,2016,311-3082,0,01 3,37-Expired Muni Meter,,,
8981,8031892878,2028713,IN,PAS,08/16/2016,84,TRAC,VOLVO,T,13610,37130,31190,20160088,33.0,33,33,361889,T103,AA,0605A,,NY,F,4009,Broadway,,0,408,k7,,,,,WHITE,,0,,0,I 77,84-Platform lifts in low posit,,,
8982,4625805399,GZD5408,NY,PAS,10/25/2016,36,PICK,CHEVR,V,0,0,0,0,,0,0,0,,,0357P,,BK,,,WB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,GR,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8983,8552405672,GKW4605,NY,PAS,06/02/2017,21,4DSD,HONDA,T,8140,7840,7990,20171016,114.0,114,114,352994,T401,K,0920A,,Q,F,30-81,31st St,,0,408,d1,,Y  Y,0830A,1000A,RD,,1997,,0,25-A,21-No Parking (street clean),,,
8984,7079867150,HKD9733,NY,PAS,03/11/2017,19,SUBN,JEEP,T,39690,13390,13340,20180908,104.0,104,104,362640,T402,L,0218A,,Q,O,64-36,Cooper Ave,,0,408,c3,,YYYYYYY,,,WH,,2005,,0,A,19-No Stand (bus stop),,,
8985,5095973418,GXW9185,NY,PAS,04/11/2017,7,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0920A,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,0,1111,D,T,,,,GY,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
8986,8102017843,63695JZ,NY,COM,11/14/2016,38,VAN,FORD,T,10610,34250,34270,88888888,10.0,10,10,363947,T102,K,0231P,,NY,O,245,7th Ave,,0,408,h1,,Y,0800A,0400P,WHITE,,2010,,0,16 6,38-Failure to Display Muni Rec,,,
8987,8566359240,T675291C,NY,OMT,06/07/2017,21,SUBN,TOYOT,T,51090,24740,24790,20180430,103.0,103,103,362614,T803,AA,0308A,,Q,F,172-11,Jamaica Ave,,0,408,d1,,Y Y Y,0300A,0600A,BK,,2012,,0,H,21-No Parking (street clean),,,
8988,1419696348,6CF3793,MD,PAS,02/03/2017,21,SDN,FORD,S,10880,16480,16530,0,62.0,62,0,626409,KS11,0000,0742A,,K,F,1957,86TH STREET,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0.0,0,-,0,,,,,
8989,1410723343,HS7AFY,NJ,PAS,07/29/2016,21,,DODGE,S,75430,40230,32600,0,67.0,67,0,626394,KN17,0000,0112A,,K,O,1474,SCHENECTADY AVE,,0,408,D1,,BYBBYBB,1200A,0300A,RED,0.0,0,-,0,,,,,
8990,8507351920,HFM9879,NY,PAS,02/03/2017,21,4DSD,NISSA,T,21690,15510,11910,20180501,7.0,7,7,351214,T101,M,0824A,,NY,F,425,Grand St,,0,408,d1,,Y  Y,0800A,0930A,WH,,2016,,0,G,21-No Parking (street clean),,,
8991,1419148473,GWT6090,NY,PAS,03/13/2017,21,SDN,HYUND,S,24730,42730,13430,20170226,88.0,88,0,587614,KN02,0000,1219P,,K,F,428,CARLTON AVE,,0,408,D1,,YBBBBBB,1130A,0100P,SILVE,0.0,2015,-,0,,,,,
8992,7902224467,48093MH,NY,COM,01/31/2017,21,VAN,INTER,T,51090,18090,18240,20170331,102.0,102,102,363534,T402,C,0841A,,Q,F,89-18,Jamaica Ave,,0,408,d1,,Y,0830A,0900A,WH,,2007,,0,33,21-No Parking (street clean),,,
8993,4628797560,HGZ9754,NY,PAS,12/20/2016,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0932A,,BK,,,SB OCEAN PKWY @ BEVE,RLEY RD,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8994,1409062739,DSG3485,NY,PAS,08/09/2016,21,SDN,CHEVR,S,65320,26070,59520,20180611,40.0,40,0,594637,BX01,0000,1133A,,BX,F,488,SOUTHERN BLVD,,0,408,D1,,BYBBYBB,1100A,1230P,GREY,0.0,2001,-,0,,,,,
8995,4635480630,B83EMF,NJ,PAS,06/23/2017,36,4 DR,NISSA,V,0,0,0,0,,0,0,0,,,1053A,,BK,,,WB ATLANTIC AVE @ BR,OOKLYN AVE,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8996,8486120962,43067MH,NY,COM,06/19/2017,14,VAN,FORD,T,17790,0,0,20170831,14.0,14,14,346167,T106,D,1033A,,NY,I,S,E 40th St,20ft E/of Madison Av,0,408,c,,YYYYYYY,,,WHITE,,2006,,0,21,14-No Standing,,,
8997,8475758502,GLN6527,NY,PAS,12/08/2016,20,SUBN,INFIN,T,67030,56230,59030,20171120,67.0,67,67,355667,T302,C,1220P,,K,F,1418,Nostrand Ave,,0,408,d,,YYYYY,1200A,0200P,BK,,2014,,0,28 3,20A-No Parking (Non-COM),,,
8998,5095576144,HJJ2141,NY,PAS,03/08/2017,7,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,1013P,,BK,,,EB 65TH ST @ 16TH AV,E,0,1111,D,T,,,,BK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
8999,5093865928,E24BYG,NJ,PAS,10/12/2016,7,4 DR,NISSA,V,0,0,0,0,,0,0,0,,,0401P,,ST,,,RICHMOND RD (E/B) @,NEW DORP LANE,0,1111,D,T,,,,RD,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
9000,7919169835,63636JM,NY,COM,07/25/2016,17,VAN,INTER,T,17630,10210,10110,88888888,17.0,17,17,363989,T102,M,0128P,,NY,F,206,E 32nd St,,0,408,c4,,YYYYY,0800A,0600P,BROWN,,1996,,0,18 6,17-No Stand (exc auth veh),,,
9001,8245063095,ITU994,SC,PAS,08/08/2016,60,4DSD,CHEVR,T,21790,27880,27050,20160088,1.0,1,1,351929,T105,N,0848P,,NY,O,255,Greenwich St,,0,408,m2,,,,,BLACK,,0,,0,X 99,60-Angle Parking,,,
9002,7068681888,GYD5054,NY,PAS,10/28/2016,14,4DSD,TOYOT,T,55330,36980,86630,20170526,67.0,67,67,357335,T302,Y,0114P,,K,F,763,Lenox Rd,,0,408,c,,YYYYYYY,,,WH,,1999,,0,Y 32,14-No Standing,,,
9003,8316517206,GYR9671,NY,PAS,07/06/2016,14,4DSD,HONDA,T,37250,12010,31190,20170614,33.0,33,33,345331,T103,A,0718A,,NY,F,570,W 175th St,,0,408,c,,YYYYY,0700A,0400P,BK,,2015,,0,L 77,14-No Standing,,,
9004,1418039743,75587ME,NY,COM,02/28/2017,14,VAN,FRIEG,P,23190,24750,20890,0,1.0,1,1,960634,0001,0000,0401P,,NY,F,100,HUDSON ST,,0,408,C,,BBBBBBB,ALL,ALL,WHT,0.0,2005,-,0,,,,,
9005,7657467526,40813ME,NY,COM,08/19/2016,14,VAN,FORD,T,18830,10210,10110,20180131,19.0,19,19,354070,T103,CC,0906A,,NY,O,225,E 93rd St,,0,408,c,,YYYYYYY,,,WH,,2013,,0,59 7,14-No Standing,,,
9006,4635241520,GFS3823,NY,PAS,06/16/2017,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0211P,,QN,,,SB WOODHAVEN BLVD @,FURMANVILLE AVE,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9007,8391037538,FHN2311,QB,PAS,03/03/2017,46,4DSD,ME/BE,T,27030,31530,54130,20170088,88.0,88,88,363934,T301,Y,0121P,,K,F,312,Clermont Ave,,0,408,f1,,,,,SILVE,,0,,0,06,46A-Double Parking (Non-COM),,,
9008,8072026707,HFL1643,NY,PAS,10/06/2016,21,4DSD,ME/BE,T,37150,21190,22590,20180314,33.0,33,33,358233,T103,K,1215P,,NY,F,709,W 169th St,,0,408,d1,,Y,1130A,0100P,BK,,2010,,0,12 7,21-No Parking (street clean),,,
9009,8472006268,C28CMT,NJ,PAS,10/07/2016,38,SUBN,ME/BE,T,36250,10610,10810,88888888,28.0,28,28,354188,T103,I,1149A,,NY,F,243,W 124th St,,0,408,h1,,Y,0900A,0700P,BLACK,,0,,0,33 7,38-Failure to Display Muni Rec,,,
